จบจากโรงเรียน,No_computer,working,not_working,no_boy,no_girl,total_student,no_classroom,total_teacher,total_teacher_rank1,total_teacher_rank2,total_teacher_rank3,total_teacher_rank4,total_teacher_rank5
ท่าม่วงวิทยาคม,48,33,15,96,105,201,10,17,0,4,13,0,0
คำนาดีพิทยาคม,52,17,35,94,114,208,9,13,1,5,7,0,0
โพธิ์ศรีสว่างวิทยา,27,18,9,54,47,101,6,9,3,1,5,0,0
ผาน้ำทิพย์วิทยา,62,62,11,118,169,287,12,16,3,8,5,0,0
ศรีสะเกษวิทยาลัย,354,274,80,1554,2120,3674,91,188,23,19,145,1,0
สตรีสิริเกศ,729,687,42,996,2013,3009,78,115,16,15,84,0,0
คูซอดประชาสรรค์,87,36,61,113,97,210,9,14,1,2,11,0,0
ไกรภักดีวิทยาคม,60,38,12,114,169,283,12,16,2,0,14,0,0
สิริเกศน้อมเกล้า,80,70,10,123,114,237,12,26,1,2,23,0,0
น้ำคำวิทยา,20,16,4,54,57,111,14,12,4,3,5,0,0
เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ศรีสะเกษในพระราชูปถัมภ์สมเด็จพระเทพรัตนราชสุดาฯสยามบรมราชกุมารี,65,60,5,206,217,423,24,41,9,2,30,0,0
มัธยมโพนค้อ,32,25,7,110,81,191,9,12,2,0,10,0,0
ศรีสะเกษวิทยาลัย2ห้วยคล้า(พรหมดิเรกอนุสรณ์),91,53,27,94,110,204,10,17,1,1,15,0,0
ยางชุมน้อยพิทยาคม,176,144,12,443,570,1013,31,58,19,5,34,0,0
ลิ้นฟ้าพิทยาคม,37,25,7,97,93,190,12,16,3,4,9,0,0
กันทรารมณ์,282,237,0,1023,1519,2542,74,113,22,13,78,0,0
ละทายวิทยา,90,70,20,193,164,357,16,23,1,3,19,0,0
บัวน้อยวิทยา,18,15,3,38,31,69,6,10,3,3,4,0,0
ประสานมิตรวิทยา,73,24,49,65,75,140,7,12,3,2,7,0,0
โนนค้อวิทยาคม,85,65,20,246,365,611,18,24,13,4,7,0,0
เขื่อนช้างวิทยาคาร,61,50,11,306,396,702,22,27,18,3,6,0,0
น้ำเกลี้ยงวิทยา,62,62,0,208,296,504,21,23,6,5,12,0,0
บัวเจริญวิทยา,90,32,38,73,77,150,6,12,10,0,2,0,0
นครศรีลำดวนวิทยา,112,51,61,207,304,511,22,29,8,7,14,0,0
โนนเพ็กวิทยาคม,31,31,0,103,120,223,9,12,2,1,9,0,0
พยุห์วิทยา,35,10,25,196,248,444,14,23,1,5,17,0,0
ส้มป่อยพิทยาคม,73,61,12,217,275,492,20,28,3,6,19,0,0
ไผ่งามพิทยาคม,41,28,13,81,64,145,6,12,3,3,6,0,0
กำแพง,289,289,0,850,1179,2029,55,96,15,9,72,0,0
ทุ่งไชยพิทยารัชมังคลาภิเษก,77,37,40,195,176,371,18,22,7,2,13,0,0
ทุ่งสิมวิทยาคม,30,19,6,111,71,182,9,12,4,0,8,0,0
จตุรภูมิพิทยาคาร,41,7,34,118,98,216,12,15,2,1,12,0,0
โคกหล่ามวิทยา,50,40,12,65,46,111,8,9,2,1,6,0,0
เบญจประชาสรรค์,17,10,7,54,35,89,6,12,5,1,6,0,0
บึงบูรพ์,103,94,9,152,208,360,12,19,7,0,12,0,0
ห้วยทับทันวิทยาคม,189,101,92,607,739,1346,41,60,15,10,35,0,0
ผักไหมวิทยานุกูล,58,18,8,212,220,432,17,19,9,3,7,0,0
วรคุณอุปถัมภ์,27,26,1,135,152,287,12,17,5,3,9,0,0
คลีกลิ้งพัฒนาทร,,,,135,152,287,12,17,5,3,9,0,0
ปรางค์กู่,229,181,48,846,1110,1956,69,93,33,17,42,1,0
ขุขันธ์,428,393,35,1232,2195,3427,91,141,36,38,67,0,0
ลมศักดิ์วิทยาคม,14,7,7,54,74,128,6,12,6,3,3,0,0
โนนกระสังวิทยาคม,41,13,20,70,59,129,12,8,1,3,4,0,0
ศรีตระกูลวิทยา,82,62,13,227,227,454,29,21,10,7,4,0,0
ตูมพิทยานุสรณ์,,,,227,227,454,29,21,10,7,4,0,0
สวงษ์วิทยาคม,30,29,1,126,165,291,11,13,4,3,6,0,0
หนองคูวิทยา,45,30,15,147,104,251,12,12,8,2,2,0,0
สะเดาใหญ่ประชาสรรค์,49,22,27,79,95,174,11,10,4,0,6,0,0
สวายพิทยาคม,33,32,1,53,55,108,10,8,3,4,1,0,0
พอกพิทยาคมรัชมังคลาภิเษก,31,31,0,188,207,395,16,24,9,10,5,0,0
ละลมวิทยา,56,50,6,222,311,533,16,28,11,4,13,0,0
ภูสิงห์ประชาเสริมวิทย์,30,30,10,204,281,485,19,26,10,3,13,0,0
กันทรลักษณ์วิทยาคม,42,42,0,269,311,580,21,26,9,4,13,0,0
กันทรลักษ์วิทยา,400,400,0,1361,2215,3576,96,162,36,26,100,0,0
บึงมะลูวิทยา,293,169,124,421,564,985,42,51,22,9,20,0,0
กระแชงวิทยา,76,20,56,303,340,643,28,45,16,6,22,1,0
มัธยมบักดองวิทยา,75,75,0,150,157,307,13,22,3,6,13,0,0
ภูมิซรอลวิทยา,40,40,0,194,210,404,15,21,9,4,8,0,0
ศรีรัตนวิทยา,122,80,42,612,815,1427,48,68,20,18,30,0,0
เบญจลักษ์พิทยา,96,96,0,399,600,999,33,45,11,8,26,0,0
ยโสธรพิทยาคม,,,,399,600,999,33,45,11,8,26,0,0
คำเขื่อนแก้วชนูปถัมภ์,285,285,0,879,1222,2101,61,95,29,14,51,0,1
สอนแก้วว่องไววิทยา,181,94,87,184,176,360,15,19,3,6,10,0,0
สมเด็จพระญาณสังวรในพระสังฆราชูปถัมภ์,50,45,5,201,215,416,15,25,9,2,9,0,5
กู่จานวิทยาคม,53,39,14,83,81,164,7,12,3,1,8,0,0
ยโสธรพิทยาสรรค์,70,58,13,180,167,347,11,18,3,3,12,0,0
โพนทันเจริญวิทย์,37,17,20,57,55,112,6,11,1,2,8,0,0
สิงห์สามัคคีวิทยา,60,21,29,63,55,118,6,16,4,3,9,0,0
ศิลาทองพิทยาสรรค์,39,30,9,93,117,210,9,11,1,8,2,0,0
มหาชนะชัยวิทยาคม,235,215,0,444,566,1010,30,48,13,7,26,2,0
ตระกูลประเทืองวิทยาคม,62,62,0,208,229,437,15,26,6,5,15,0,0
ค้อวังวิทยาคม,130,100,102,346,420,766,24,36,11,8,17,0,0
เลิงนกทา,,,,346,420,766,24,36,11,8,17,0,0
ทรายมูลวิทยา,166,124,42,413,540,953,37,45,15,7,22,1,0
กุดชุมวิทยาคม,266,204,45,797,965,1762,53,81,35,5,41,0,0
ป่าติ้ววิทยา,55,50,5,270,342,612,18,27,5,5,17,0,0
ศรีฐานกระจายศึกษา,21,19,9,74,56,130,7,8,2,1,5,0,0
ห้องแซงวิทยาคม,79,48,3,186,176,362,16,23,4,2,17,0,0
ดงมะไฟพิทยาคม,59,59,0,133,127,260,12,13,3,2,8,0,0
กำแมดขันติธรรมวิทยาคม,31,31,0,112,98,210,9,14,3,2,9,0,0
บุ่งค้าวิทยาคม,71,60,11,130,186,316,15,16,5,3,8,0,0
โพนงามพิทยาคาร,28,25,3,105,124,229,9,11,6,2,3,0,0
ศรีแก้วประชาสรรค์,27,27,0,115,120,235,11,11,1,0,10,0,0
เมืองกลางประชานุกูล,54,41,13,53,85,138,9,8,2,1,5,0,0
นาโปร่งประชาสรรค์,39,39,0,67,98,165,8,13,2,2,9,0,0
คำเตยวิทยา,95,95,0,250,275,525,16,22,8,1,13,0,0
น้ำคำวิทยาคม,43,38,5,73,79,152,7,6,4,0,2,0,0
เบ็ญจะมะมหาราช,330,330,0,1638,2306,3944,99,168,17,13,135,3,0
เขื่องในพิทยาคาร,98,90,0,1061,1493,2554,68,121,34,17,70,0,0
นารีนุกูล,410,359,51,1321,2197,3518,99,165,18,16,129,2,0
สหธาตุศึกษา,73,52,21,101,84,185,6,12,3,1,8,0,0
ปทุมพิทยาคม,121,121,0,317,473,790,27,41,4,0,36,0,1
ชีทวนวิทยาสามัคคี,27,19,8,80,65,145,6,9,6,0,3,0,0
เตรียมอุดมศึกษาพัฒนาการอุบลราชธานี,309,258,42,827,916,1743,50,68,18,8,42,0,0
บ้านไทยวิทยาคม,32,20,12,71,72,143,6,9,3,2,4,0,0
หนองบ่อสามัคคีวิทยา,30,12,18,127,181,308,10,13,4,5,4,0,0
เสียมทองพิทยาคม,36,21,15,66,66,132,6,12,0,0,12,0,0
หนองขอนวิทยา,40,24,0,96,118,214,9,13,2,0,11,0,0
เก่าขามวิทยา,29,20,18,82,78,160,6,12,8,2,2,0,0
นารีนุกูล2,51,38,7,90,139,229,9,19,0,0,18,1,0
อุบลราชธานีศรีวนาลัย,73,53,10,172,199,371,15,19,5,2,12,0,0
ม่วงสามสิบอัมพวันวิทยา,116,90,25,620,876,1496,42,66,10,7,49,0,0
ศรีน้ำคำศึกษา,28,28,0,88,85,173,6,8,3,2,3,0,0
ไผ่ใหญ่ศึกษา,68,50,18,179,138,317,13,12,2,1,9,0,0
ดงยางวิทยาคม,46,41,5,104,87,191,7,11,3,3,5,0,0
ดอนมดแดงวิทยาคม,57,52,5,272,338,610,17,24,8,4,12,0,0
หกสิบพรรษาวิทยาคมอุบลราชธานี,48,43,5,282,456,738,22,38,4,2,32,0,0
มัธยมตระการพืชผล,520,500,20,1162,1788,2950,74,127,34,15,78,0,0
เขมราฐพิทยาคม,245,230,6,611,982,1593,48,75,39,12,24,0,0
สะพือวิทยาคาร,66,39,27,176,231,407,16,25,7,5,13,0,0
โนนสวางประชาสรรค์,57,7,50,95,105,200,8,12,5,1,6,0,0
โนนกุงวิทยาคม,85,70,15,244,309,553,16,26,14,3,9,0,0
ขุมคำวิทยาคาร,33,33,0,151,141,292,12,14,10,4,0,0,0
เกษมสีมาวิทยาคาร,23,18,5,205,210,415,15,20,9,5,6,0,0
กุดข้าวปุ้นวิทยา,85,82,2,379,479,858,27,46,23,8,15,0,0
โพธิ์ไทรพิทยาคาร,90,88,2,515,713,1228,42,58,22,6,30,0,0
พังเคนพิทยา,55,55,0,272,369,641,23,35,7,5,23,0,0
พะลานวิทยาคม,24,22,0,64,87,151,9,10,3,3,4,0,0
หนามแท่งพิทยาคมรัชมังคลาภิเษก,52,36,16,223,315,538,20,24,13,5,6,0,0
ศรีเมืองวิทยาคาร,135,97,28,806,1314,2120,61,79,35,15,29,0,0
โขงเจียมวิทยาคม,90,61,29,302,437,739,22,38,24,7,7,0,0
เอือดใหญ่พิทยา,75,67,8,250,382,632,19,33,12,8,13,0,0
อ่างศิลา,74,19,55,326,460,786,27,36,17,5,14,0,0
ตาลสุมพัฒนา,67,35,32,219,279,498,21,23,11,4,8,0,0
เชียงแก้วพิทยาคม,23,23,0,133,163,296,10,16,7,1,8,0,0
สิรินธรวิทยานุสรณ์,64,38,26,337,479,816,25,30,13,5,12,0,0
นาเยียศึกษารัชมังคลาภิเษก,100,55,25,288,386,674,22,32,9,4,19,0,0
สำโรงวิทยาคาร,118,118,10,351,466,817,26,34,7,2,25,0,0
สว่างวีระวงศ์,56,40,16,151,216,367,15,20,8,0,12,0,0
ลือคำหาญวารินชำราบ,319,319,0,1169,1812,2981,74,136,10,18,107,1,0
ห้วยขะยุงวิทยา,56,15,41,127,137,264,11,14,0,1,13,0,0
โคกสว่างคุ้มวิทยานุสรณ์,104,30,69,167,248,415,13,18,7,6,5,0,0
วารินชำราบ,87,69,18,475,545,1020,28,49,6,5,38,0,0
วิจิตราพิทยา,154,108,46,373,448,821,27,38,6,3,29,0,0
เดชอุดม,272,272,0,1258,2275,3533,90,138,15,20,102,0,1
นาจะหลวย,117,95,21,510,861,1371,42,62,43,9,10,0,0
นาส่วงวิทยา,74,60,14,292,405,697,24,28,3,7,17,1,0
ดงสว่างวิทยา,44,39,5,156,164,320,12,11,7,2,2,0,0
นากระแซงศึกษา,95,72,22,226,240,466,15,25,9,4,12,0,0
ท่าโพธิ์ศรีพิทยา,74,68,6,355,485,840,25,38,17,5,15,0,1
ทุ่งเทิงยิ่งวัฒนา,103,98,5,324,397,721,21,30,9,5,16,0,0
น้ำยืนวิทยา,120,120,0,572,952,1524,44,65,28,6,31,0,0
โดมประดิษฐ์วิทยา,70,65,5,192,267,459,18,18,15,0,3,0,0
บุณฑริกวิทยาคาร,137,125,12,655,1245,1900,56,52,20,8,24,0,0
นาโพธิ์วิทยา,61,59,2,284,344,628,24,32,13,8,11,0,0
ทุ่งศรีอุดม,108,99,9,225,327,552,19,31,19,4,8,0,0
อำนาจเจริญ,289,211,18,1346,2139,3485,93,165,37,32,96,0,0
ชานุมานวิทยาคม,125,125,0,486,686,1172,36,49,34,6,9,0,0
ปทุมราชวงศา,240,192,48,663,1018,1681,50,74,23,10,41,0,0
ลือวิทยาคม,70,31,39,147,120,267,18,14,2,4,8,0,0
คึมใหญ่วิทยา,115,60,60,275,294,569,21,29,9,5,15,0,0
คำเขื่อนแก้ววิทยาคม,28,28,0,76,87,163,6,10,4,2,4,0,0
ปลาค้าววิทยานุสรณ์,54,38,16,216,252,468,15,18,4,2,12,0,0
น้ำปลีกศึกษา,53,34,19,221,241,462,15,24,8,4,12,0,0
นาวังวิทยา,38,26,12,147,171,318,12,20,5,4,11,0,0
นาจิกพิทยาคม,32,32,0,162,126,288,19,14,2,3,9,0,0
นายมวิทยาคาร,49,42,7,180,166,346,12,15,3,1,11,0,0
สร้างนกทาวิทยาคม,23,8,15,119,162,281,11,17,4,7,6,0,0
อำนาจเจริญพิทยาคม,143,74,69,278,279,557,18,25,0,7,18,0,0
พนาศึกษา,75,65,10,443,657,1100,32,42,15,10,17,0,0
ศรีคูณวิทยบัลลังก์,48,44,4,212,196,408,18,27,11,6,10,0,0
เสนางคนิคม,148,28,120,381,537,918,26,35,4,5,26,0,0
นาเวียงจุลดิศวิทยา,34,25,9,111,118,229,10,12,2,3,7,0,0
หัวตะพานวิทยาคม,265,245,223,609,721,1330,39,63,22,7,34,0,0
ศรีเจริญศึกษา,16,16,0,47,41,88,7,10,4,0,6,0,0
จิกดู่วิทยา,22,7,15,53,51,104,12,11,6,2,3,0,0
ลืออำนาจวิทยาคม,78,68,10,245,301,546,17,24,4,2,18,0,0
มัธยมแมด,32,21,11,74,75,149,6,10,3,1,6,0,0
ชัยภูมิภักดีชุมพล,600,600,0,1797,1075,2872,77,132,27,30,75,0,0
สตรีชัยภูมิ,315,315,0,196,2868,3064,83,128,23,32,73,0,0
เมืองพญาแลวิทยา,185,168,0,1089,710,1799,52,92,23,23,46,0,0
กุดตุ้มวิทยา,46,35,11,77,74,151,6,13,0,4,9,0,0
บ้านค่ายวิทยา,107,107,0,296,225,521,18,27,4,4,19,0,0
กาญจนาภิเษกวิทยาลัยชัยภูมิ,81,65,16,261,185,446,18,36,3,14,18,1,0
ภูพระวิทยาคม,32,26,6,63,45,108,7,10,3,2,5,0,0
ชีลองวิทยา,36,17,19,63,57,120,6,12,5,1,6,0,0
บ้านเขว้าวิทยายน,181,160,21,328,336,664,25,32,6,10,15,1,0
คอนสวรรค์,,,,328,336,664,25,32,6,10,15,1,0
สามหมอวิทยา,69,6,43,113,105,218,9,17,0,4,13,0,0
โนนสะอาดวิทยา,10,3,7,110,105,215,9,15,4,0,11,0,0
ปู่ด้วงศึกษาลัย,16,16,0,79,61,140,9,10,3,1,6,0,0
หนองบัวแดงวิทยา,362,267,48,1125,1610,2735,75,90,25,24,41,0,0
นางแดดวังชมภูวิทยารัชมังคลาภิเษก,44,19,25,217,346,563,22,16,4,4,8,0,0
คูเมืองวิทยา,61,24,37,136,150,286,15,19,11,7,1,0,0
ภักดีชุมพลวิทยา,53,53,0,318,349,667,21,33,12,6,15,0,0
เจียงทองพิทยาคม,105,105,0,257,337,594,22,31,16,5,10,0,0
ภูเขียว,378,378,0,1135,1812,2947,74,142,26,31,85,0,0
หนองคอนไทยวิทยาคม,27,17,10,101,103,204,12,16,3,0,13,0,0
พระธาตุหนองสามหมื่น,69,25,44,137,106,243,12,14,4,3,7,0,0
บ้านแท่นวิทยา,190,125,25,627,732,1359,42,58,27,9,22,0,0
แก้งคร้อวิทยา,404,404,0,965,1654,2619,69,114,14,20,80,0,0
นาหนองทุ่มวิทยา,100,70,30,287,317,604,25,32,6,5,21,0,0
ท่ามะไฟหวานวิทยาคม,26,21,5,162,181,343,13,15,5,4,6,0,0
คอนสารวิทยาคม,141,115,26,625,895,1520,45,68,32,16,20,0,0
โนนคูณวิทยาคารรัชมังคลาภิเษก,46,30,6,233,289,522,19,25,15,6,4,0,0
จัตุรัสวิทยาคาร,134,126,15,563,702,1265,38,53,9,14,30,0,0
หนองบัวบานวิทยา,62,62,5,88,108,196,9,13,1,0,12,0,0
ละหานเจริญวิทยา,44,34,10,123,122,245,9,12,2,2,8,0,0
บางอำพันธ์วิทยาคม,27,22,4,119,78,197,11,7,1,2,4,0,0
เพชรพิทยาสรรค์,72,45,27,181,171,352,16,25,5,6,13,0,1
เริงรมย์วิทยาคม,69,54,15,36,65,101,6,10,6,2,2,0,0
